"League","variable","mean","sd","min","25%","50%","75%","max"
"LCS","dragonKills.mean",0.187181880019027,0.331569191376194,0,0.024013024013024,0.046031746031746,0.165271539403838,1.24691358024691
"LCS","totalDamageDealt.mean",120497.328576928,56822.2288078471,18953.6808510638,113331.331728469,138858.913474462,154457.579166667,209339.333333333
"LCS","totalDamageTaken.mean",19923.7872279092,4597.09827055544,13659.4642857143,15964.4556937427,19997.4541827853,22127.8980635887,31815.3950617284
"LCS","totalDamageDealtToChampions.mean",17051.883817023,5289.00958616182,6589.59523809524,16749.1976679104,18812.435483871,20400.341708126,24366.0357142857
"LCS","damageDealtToObjectives.mean",9163.52554504809,6920.61062989011,1230.66666666667,4473.07820136852,7807.35840108401,11459.556547619,28385.4444444444
"LCS","goldEarnedPerMinute.mean",417.794071321692,71.1568398189791,286.599290852619,417.433116359853,436.383568565172,458.63551552168,518.125265747974
"LCS","visionScore.mean",31.2369777453967,17.6795444172256,15.0645161290323,18.9417808219178,23.4979710144928,30.8312976096664,68.8681318681319
"LEC","goldEarned.mean",10887.4683876007,1811.94947921246,7029.96511627907,10513.3296332046,11322.9036144578,12101.3508083411,14137.8604651163
"LEC","kills.mean",5.90170021762674,2.24393011940665,1.51162790697674,5.10137085137085,6.43939393939394,7.45769230769231,10.0166666666667
"LEC","deaths.mean",5.0165937432547,0.805123444899181,3.875,4.2453007518797,4.91549295774648,5.60425909494232,6.54545454545455
"LEC","assists.mean",7.97457078303703,3.25909804950685,3.67469879518072,6.06673407482305,6.8,8.59684684684685,14.9878048780488
"LEC","champExperience.mean",11836.4487674086,1765.91647567171,8237.13483146067,11297.4274171078,12294.5526315789,13148.2928334124,14581.0465116279
"LEC","player.WR.mean",0.558833747318824,0.0729261603948668,0.409090909090909,0.534883720930233,0.55421686746988,0.596760285784676,0.833333333333333
"LEC","turretKills.mean",1.17177412508706,0.620165875904163,0.112359550561798,0.746783876500858,1.33333333333333,1.6626377532883,2.08139534883721
"LEC","totalMinionsKilled.mean",115.478535518426,85.2497633609837,19.6621621621622,25.2568940493469,176.977777777778,190.559497645212,217.302325581395
"LEC","totalTimeCCDealt.mean",263.671460772434,123.85902368753,108.630769230769,160.47532614861,205.603448275862,369.348147153598,489.55421686747
"LEC","baronKills.mean",0.135646385890585,0.176172628939227,0,0.0112487360970677,0.0416666666666667,0.30969030969031,0.539473684210526
"LEC","dragonKills.mean",0.397435263716962,0.587451316040345,0,0.0110500610500611,0.0348837209302326,0.786939475618721,1.8125
"LEC","totalDamageDealt.mean",132309.115604829,55453.28388209,16978.5505617978,127760.864130435,142152.155555556,166226.535940803,201382.516666667
"LEC","totalDamageTaken.mean",22571.1404218638,4938.45965953662,14975.9069767442,18761.6084541063,22206.9897959184,27160.7411203255,32266.5394736842
"LEC","totalDamageDealtToChampions.mean",18321.8616340429,5984.2087437759,5627.39534883721,16649.9779481132,19474.0102040816,21867.3944444444,29584.3953488372
"LEC","damageDealtToObjectives.mean",12698.1093568124,9612.85918786834,971.197674418605,6355.63335679099,8985.81818181818,20638.3697623132,31399.55
"LEC","goldEarnedPerMinute.mean",432.059464806097,69.4336048224487,284.54557240216,423.857466670242,456.87678244062,474.649950415356,538.103731921295
"LEC","visionScore.mean",28.7719730397044,16.0586285006274,13.7710843373494,18.2061310782241,23.7532467532468,29.8920454545455,66.2394366197183
"La Ligue","goldEarned.mean",10787.5138547667,1760.68084296496,6900.71,10706.2256586483,11293.4824236818,11637.7827380952,13437.6021505376
"La Ligue","kills.mean",5.4943767916201,2.05096930127311,1.47,4.77167744864374,5.73819386909693,6.83598553345389,9.56923076923077
"La Ligue","deaths.mean",4.82450410508186,0.817363453856251,3.4,4.31616928920239,4.64147286821705,5.19344484629295,6.57303370786517
"La Ligue","assists.mean",7.88452153310917,3.04942841234132,4.42424242424242,6.25327164573695,6.81052631578947,8.11772179468564,14.6631578947368
"La Ligue","champExperience.mean",11837.2494265416,1691.85136397389,8256.71428571429,11484.1189964158,12350.1264720942,13110.1385258359,13994.2142857143
"La Ligue","player.WR.mean",0.538683332170856,0.0617540966400097,0.422535211267606,0.492542016806723,0.545478036175711,0.57867816091954,0.684782608695652
"La Ligue","turretKills.mean",1.17303966435772,0.626936359958952,0.0816326530612245,0.717032967032967,1.20727032385988,1.56358695652174,2.23655913978495
"La Ligue","totalMinionsKilled.mean",130.419199671099,80.2331206575686,22.2666666666667,28.1531868131868,182.512132352941,195.692046667683,210.698924731183
"La Ligue","totalTimeCCDealt.mean",268.837664489533,151.605412485353,85.3544303797468,163.562688098495,194.037888198758,343.099625675012,607.281690140845
"La Ligue","baronKills.mean",0.106409289674824,0.163371972620835,0,0.0113095238095238,0.0331501831501832,0.085134685733289,0.533333333333333
"La Ligue","dragonKills.mean",0.277914055557707,0.474180524902196,0,0.0217418546365915,0.0526374113475177,0.165403561955286,1.45
"La Ligue","totalDamageDealt.mean",126982.005760708,53977.2515774345,16967.4897959184,126544.800925314,140468.494254446,157501.244067482,189167.804347826
"La Ligue","totalDamageTaken.mean",20648.3323773459,4635.73779096182,13774.6086956522,17165.7722222222,18703.5069767442,25214.8707446809,28818.7252747253
"La Ligue","totalDamageDealtToChampions.mean",17771.244412906,5493.99379561386,6041.38775510204,16545.721031746,19256.1377255703,21671.9000822368,24261.6021505376
"La Ligue","damageDealtToObjectives.mean",11047.3570933107,8611.94002669366,555.020408163265,5939.66959399262,7930.54356103024,13199.6448924731,29979.1195652174
"La Ligue","goldEarnedPerMinute.mean",423.495593761604,68.8167365295619,273.277436351987,416.478009334001,440.650293489899,459.916860560788,521.42300363838
"La Ligue","visionScore.mean",29.8500330195962,17.5185124962427,15.2571428571429,20.3338881953114,22.239687267312,27.9880952380952,72.6847826086957
"NACL","goldEarned.mean",10361.665685739,1936.21070219329,6931.13043478261,9230.48144914884,11163.4531686859,11327.1728893842,13151.367816092
"NACL","kills.mean",5.57842071205775,2.46583950110203,1.18478260869565,3.67241379310345,6.40822050290135,7.67007672634271,8.54054054054054
"NACL","deaths.mean",4.81136226043451,0.704871167709893,3.75294117647059,4.44407603890363,4.74931205283434,5.35302029836146,6.21621621621622
"NACL","assists.mean",8.0698398957634,3.07308572453522,4.05128205128205,6.36631016042781,7.14088226157192,9.02962436307619,13.3804347826087
"NACL","champExperience.mean",11103.9469157879,1493.1010167367,8715.23913043478,10633.3853421859,11502.876729249,11786.8900595681,13149.1081081081
"NACL","player.WR.mean",0.541210855466159,0.0611115197208364,0.430379746835443,0.493030080704329,0.528910802330793,0.586378992628993,0.658823529411765
"NACL","turretKills.mean",0.993549031108189,0.675326912872373,0.195652173913043,0.477818674932197,0.806887793216794,1.51278280542986,2.11494252873563
